NiN 2 kode;FP;SP;TKode;HTGKode;HTKode;GTKode
T38-1;2;3;C-PE-NA;NA-T;T-M-06;T-M-06-01
T38-1;2;3;C-PE-NA;NA-T;T-M-06;T-M-06-02
T38-1;2;3;C-PE-NA;NA-T;T-M-06;T-M-06-03
T42;4;4;C-PE-NA;NA-T;T-N-01;T-N-01-0
T42-1;4;4;C-PE-NA;NA-T;T-N-01;T-N-01-01
T40;4;4;C-PE-NA;NA-T;T-N-02;T-N-02-0
T40-1;4;4;C-PE-NA;NA-T;T-N-02;T-N-02-01
T43;4;4;C-PE-NA;NA-T;T-N-03;T-N-03-0
T43-1;4;4;C-PE-NA;NA-T;T-N-03;T-N-03-01
T44;4;4;C-PE-NA;NA-T;T-O-01;T-O-01-0
T44-1;4;4;C-PE-NA;NA-T;T-O-01;T-O-01-01
T41;4;4;C-PE-NA;NA-T;T-O-02;T-O-02-0
T41-1;4;4;C-PE-NA;NA-T;T-O-02;T-O-02-01
T45;2;4;C-PE-NA;NA-T;T-O-03;T-O-03-0
T45-1,2;3;3;C-PE-NA;NA-T;T-O-03;T-O-03-01
T45-3;1;3;C-PE-NA;NA-T;T-O-03;T-O-03-02
T45-3;2;3;C-PE-NA;NA-T;T-O-03;T-O-03-03
T45-4;3;3;C-PE-NA;NA-T;T-O-03;T-O-03-04
T45;1;4;C-PE-NA;NA-T;T-O-04;T-O-04-0
T45-1,2;1;4;C-PE-NA;NA-T;T-O-04;T-O-04-01
T45-1,2;0;4;C-PE-NA;NA-T;T-O-04;T-O-04-02
ny;-;;C-PE-NA;NA-T;T-O-04;T-O-04-03
V1;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-0
V1-1;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-01
V1-2;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-02
V1-3;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-03
V1-4;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-04
V1-5;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-05
V1-6;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-06
V1-7;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-07
V1-8;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-08
V1-9;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-09
V1-10;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-10
V1-11;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-11
V1-12;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-12
V1-13;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-13
V1-14;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-14
V1-15;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-15
V1-16;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-16
V1-17;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-17
V1-18;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-18
V1-19;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-19
V1-20;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-20
V1-21;4;2;C-PE-NA;NA-V;V-A-01;V-A-01-21
V1-22;2;4;C-PE-NA;NA-V;V-A-01;V-A-01-22
V1-23;4;2;C-PE-NA;NA-V;V-A-01;V-A-01-23
V1-24;2;4;C-PE-NA;NA-V;V-A-01;V-A-01-24
V1-25;4;2;C-PE-NA;NA-V;V-A-01;V-A-01-25
V1-26;1;4;C-PE-NA;NA-V;V-A-01;V-A-01-26
V1-27;4;2;C-PE-NA;NA-V;V-A-01;V-A-01-27
V1-28;4;3;C-PE-NA;NA-V;V-A-01;V-A-01-28
V1-29;1;4;C-PE-NA;NA-V;V-A-01;V-A-01-29
V1-30;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-30
V1-31;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-31
V1-32;4;4;C-PE-NA;NA-V;V-A-01;V-A-01-32
V2;4;4;C-PE-NA;NA-V;V-B-01;V-B-01-0
V2-1;4;2;C-PE-NA;NA-V;V-B-01;V-B-01-01
V2-2;2;4;C-PE-NA;NA-V;V-B-01;V-B-01-02
V2-3;4;2;C-PE-NA;NA-V;V-B-01;V-B-01-03
V2-4;2;4;C-PE-NA;NA-V;V-B-01;V-B-01-04
V2-5;4;2;C-PE-NA;NA-V;V-B-01;V-B-01-05
V2-6;1;4;C-PE-NA;NA-V;V-B-01;V-B-01-06
V2-7;4;2;C-PE-NA;NA-V;V-B-01;V-B-01-07
V2-8;1;4;C-PE-NA;NA-V;V-B-01;V-B-01-08
V2-9;4;4;C-PE-NA;NA-V;V-B-01;V-B-01-09
V2-10;4;4;C-PE-NA;NA-V;V-B-01;V-B-01-10
V3;2;4;C-PE-NA;NA-V;V-C-01;V-C-01-0
V3-1;4;4;C-PE-NA;NA-V;V-C-01;V-C-01-01
V3-2;4;4;C-PE-NA;NA-V;V-C-01;V-C-01-02
V3-3;4;4;C-PE-NA;NA-V;V-C-01;V-C-01-03
V3-4;4;4;C-PE-NA;NA-V;V-C-01;V-C-01-04
V3-5;4;4;C-PE-NA;NA-V;V-C-01;V-C-01-05
V3-7;4;4;C-PE-NA;NA-V;V-C-01;V-C-01-07
ny;-;;C-PE-NA;NA-V;V-C-01;V-C-01-08
V4-6,7,8,9;4;4;C-PE-NA;NA-V;V-C-02;V-C-02-0
ny;-;;C-PE-NA;NA-V;V-C-02;V-C-02-01
V4-6;4;4;C-PE-NA;NA-V;V-C-02;V-C-02-02
V4-8;4;4;C-PE-NA;NA-V;V-C-02;V-C-02-03
V4-7;4;4;C-PE-NA;NA-V;V-C-02;V-C-02-04
V4-9;4;4;C-PE-NA;NA-V;V-C-02;V-C-02-05
V4-6,7,8,9;4;4;C-PE-NA;NA-V;V-C-03;V-C-03-0
V4-1;4;4;C-PE-NA;NA-V;V-C-03;V-C-03-01
V4-2;4;4;C-PE-NA;NA-V;V-C-03;V-C-03-02
V4-3;4;4;C-PE-NA;NA-V;V-C-03;V-C-03-03
V4-4;4;4;C-PE-NA;NA-V;V-C-03;V-C-03-04
V4-5;4;4;C-PE-NA;NA-V;V-C-03;V-C-03-05
V6;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-0
ny;-;;C-PE-NA;NA-V;V-C-04;V-C-04-01
ny;-;;C-PE-NA;NA-V;V-C-04;V-C-04-02
V6-1;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-03
V6-2;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-04
ny;-;;C-PE-NA;NA-V;V-C-04;V-C-04-05
ny;-;;C-PE-NA;NA-V;V-C-04;V-C-04-06
V6-3;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-07
V6-4;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-08
V6-7;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-09
V6-8;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-10
V6-5;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-11
V6-6;4;4;C-PE-NA;NA-V;V-C-04;V-C-04-12
V6-9;2;4;C-PE-NA;NA-V;V-C-04;V-C-04-13
V6-9;1;4;C-PE-NA;NA-V;V-C-04;V-C-04-14
V7;3;3;C-PE-NA;NA-V;V-C-05;V-C-05-0
V7-1,2;1;3;C-PE-NA;NA-V;V-C-05;V-C-05-01
V7-1,2;1;3;C-PE-NA;NA-V;V-C-05;V-C-05-02
ny;-;;C-PE-NA;NA-V;V-C-05;V-C-05-03
ny;-;;C-PE-NA;NA-V;V-C-05;V-C-05-04
ny;-;;C-PE-NA;NA-V;V-C-05;V-C-05-05
ny;-;;C-PE-NA;NA-V;V-E-01;V-E-01-0
ny;-;;C-PE-NA;NA-V;V-E-01;V-E-01-01
ny;-;;C-PE-NA;NA-V;V-E-01;V-E-01-02
V3-6;2;4;C-PE-NA;NA-V;V-F-01;V-F-01-0
V3-6;2;4;C-PE-NA;NA-V;V-F-01;V-F-01-01
V8;4;4;C-PE-NA;NA-V;V-F-02;V-F-02-0
V8-1;4;2;C-PE-NA;NA-V;V-F-02;V-F-02-01
V8-2;2;4;C-PE-NA;NA-V;V-F-02;V-F-02-02
V8-3;4;4;C-PE-NA;NA-V;V-F-02;V-F-02-03
ny;-;;C-PE-NA;NA-V;V-G-01;V-G-01-0
ny;-;;C-PE-NA;NA-V;V-G-01;V-G-01-01
ny;-;;C-PE-NA;NA-V;V-G-01;V-G-01-02
ny;-;;C-PE-NA;NA-V;V-G-01;V-G-01-03
ny;-;;C-PE-NA;NA-V;V-G-02;V-G-02-0
ny;-;;C-PE-NA;NA-V;V-G-02;V-G-02-01
ny;-;;C-PE-NA;NA-V;V-G-02;V-G-02-02
ny;-;;C-PE-NA;NA-V;V-G-02;V-G-02-03
ny;-;;C-PE-NA;NA-V;V-I-01;V-I-01-0
ny;-;;C-PE-NA;NA-V;V-I-01;V-I-01-01
ny;-;;C-PE-NA;NA-V;V-I-01;V-I-01-02
ny;-;;C-PE-NA;NA-V;V-I-01;V-I-01-03
ny;-;;C-PE-NA;NA-V;V-I-01;V-I-01-04
V9;2;4;C-PE-NA;NA-V;V-K-01;V-K-01-0
V9-1;2;4;C-PE-NA;NA-V;V-K-01;V-K-01-01
V9-2;2;4;C-PE-NA;NA-V;V-K-01;V-K-01-02
V9-3;3;4;C-PE-NA;NA-V;V-K-01;V-K-01-03
V10;2;4;C-PE-NA;NA-V;V-K-02;V-K-02-0
V10-1;2;4;C-PE-NA;NA-V;V-K-02;V-K-02-01
V10-1,2;1;4;C-PE-NA;NA-V;V-K-02;V-K-02-02
V10-2;2;4;C-PE-NA;NA-V;V-K-02;V-K-02-03
V10-3;4;4;C-PE-NA;NA-V;V-K-02;V-K-02-04
V11, V12;2;4;C-PE-NA;NA-V;V-M-01;V-M-01-0
V12-1;1;4;C-PE-NA;NA-V;V-M-01;V-M-01-01
V12-2;1;4;C-PE-NA;NA-V;V-M-01;V-M-01-02
V12-2;1;4;C-PE-NA;NA-V;V-M-01;V-M-01-03
V12-3;2;4;C-PE-NA;NA-V;V-M-01;V-M-01-04
V11-1,2;2;4;C-PE-NA;NA-V;V-M-01;V-M-01-05
V11-1,2;1;4;C-PE-NA;NA-V;V-M-01;V-M-01-06
V13-8;4;4;C-PE-NA;NA-V;V-M-02;V-M-02-0
V13-8;4;4;C-PE-NA;NA-V;V-M-02;V-M-02-01
V13-2,4,6;4;4;C-PE-NA;NA-V;V-M-03;V-M-03-0
V13-2,4,6;4;4;C-PE-NA;NA-V;V-M-03;V-M-03-01
V11, V12;1;4;C-PE-NA;NA-V;V-M-04;V-M-04-0
V12;1;4;C-PE-NA;NA-V;V-M-04;V-M-04-01
V11;1;4;C-PE-NA;NA-V;V-M-04;V-M-04-02
ny;-;;C-PE-NA;NA-V;V-M-04;V-M-04-03
V13-7;4;4;C-PE-NA;NA-V;V-M-05;V-M-05-0
V13-7;4;4;C-PE-NA;NA-V;V-M-05;V-M-05-01
V13-1,3,5;4;4;C-PE-NA;NA-V;V-M-06;V-M-06-0
V13-1,3,5;4;4;C-PE-NA;NA-V;V-M-06;V-M-06-01
V9;0;4;C-PE-NA;NA-V;V-O-01;V-O-01-0
V9;0;4;C-PE-NA;NA-V;V-O-01;V-O-01-01
I1, I2;4;4;C-PE-NA;NA-I;I-A-01;I-A-01-0
I1-1;2;4;C-PE-NA;NA-I;I-A-01;I-A-01-01
I1-1;1;4;C-PE-NA;NA-I;I-A-01;I-A-01-02
I1-1;0;4;C-PE-NA;NA-I;I-A-01;I-A-01-03
I2-1;4;4;C-PE-NA;NA-I;I-A-01;I-A-01-04
M;;;C-PE-NA;NA-S;S-0-0;S-0-0-0
H1-1,5;2;2;C-PE-NA;NA-S;S-A-01;S-A-01-0
H1-1,5;1;2;C-PE-NA;NA-S;S-A-01;S-A-01-01
H1-1,5;2;2;C-PE-NA;NA-S;S-A-01;S-A-01-02
H1-2,3,4;3;3;C-PE-NA;NA-S;S-C-01;S-C-01-0
H1-2;3;3;C-PE-NA;NA-S;S-C-01;S-C-01-01
H1-3,4;4;4;C-PE-NA;NA-S;S-C-01;S-C-01-02
H2-1;1;2;C-PE-NA;NA-S;S-C-02;S-C-02-0
H2-1;0;2;C-PE-NA;NA-S;S-C-02;S-C-02-01
H2-1;0;2;C-PE-NA;NA-S;S-C-02;S-C-02-02
H2-1;0;2;C-PE-NA;NA-S;S-C-02;S-C-02-03
H2-1;0;2;C-PE-NA;NA-S;S-C-02;S-C-02-04
H2-1;0;2;C-PE-NA;NA-S;S-C-02;S-C-02-05
H2-1;0;1;C-PE-NA;NA-S;S-C-03;S-C-03-0
H2-1;0;1;C-PE-NA;NA-S;S-C-03;S-C-03-01
H3;4;2;C-PE-NA;NA-S;S-C-04;S-C-04-0
H2-1;0;4;C-PE-NA;NA-S;S-C-04;S-C-04-01
H3-1;4;4;C-PE-NA;NA-S;S-C-04;S-C-04-02
H2-2,3,4,5,6,7,8;4;4;C-PE-NA;NA-S;S-C-05;S-C-05-0
H2-2,3,7,8;4;4;C-PE-NA;NA-S;S-C-05;S-C-05-01
H2-4,5,6;4;4;C-PE-NA;NA-S;S-C-05;S-C-05-01
H1-1,5;1;4;C-PE-NA;NA-S;S-C-06;S-C-06-0
H1-1,5;0;4;C-PE-NA;NA-S;S-C-06;S-C-06-01
H1-1,5;1;4;C-PE-NA;NA-S;S-C-06;S-C-06-02
ny;-;;C-PE-NA;NA-S;S-C-07;S-C-07-0
ny;-;;C-PE-NA;NA-S;S-C-07;S-C-07-01
ny;-;;C-PE-NA;NA-S;S-C-07;S-C-07-02
H4-4;4;4;C-PE-NA;NA-S;S-M-01;S-M-01-0
H4-4;4;4;C-PE-NA;NA-S;S-M-01;S-M-01-01
H4-1;4;4;C-PE-NA;NA-S;S-M-02;S-M-02-0
H4-1;4;4;C-PE-NA;NA-S;S-M-02;S-M-02-01
H4-2;4;3;C-PE-NA;NA-S;S-M-03;S-M-03-0
H4-2;4;3;C-PE-NA;NA-S;S-M-03;S-M-03-01
F;;;C-PE-NA;NA-F;F-0-0;F-0-0-0
F3;4;4;C-PE-NA;NA-F;F-A-01;F-A-01-0
F3-1;4;4;C-PE-NA;NA-F;F-A-01;F-A-01-01
F3-2;4;4;C-PE-NA;NA-F;F-A-01;F-A-01-02
F3-3;4;4;C-PE-NA;NA-F;F-A-01;F-A-01-03
F3-4;4;4;C-PE-NA;NA-F;F-A-01;F-A-01-04
F3-5;4;4;C-PE-NA;NA-F;F-A-01;F-A-01-05
F3-6;4;4;C-PE-NA;NA-F;F-A-01;F-A-01-06
F4;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-0
F4-1;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-01
F4-2;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-02
F4-9;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-03
F4-10;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-04
F4-3;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-05
F4-4;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-06
F4-11;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-07
F4-12;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-08
F4-5;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-09
F4-6;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-10
F4-13;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-11
F4-14;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-12
F4-7;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-13
F4-8;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-14
F4-15;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-15
F4-16;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-16
F4-17;4;4;C-PE-NA;NA-F;F-A-02;F-A-02-17
F1;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-0
F1-1;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-01
F1-2;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-02
F1-3;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-03
F1-4;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-04
F1-5;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-05
F1-6;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-06
F1-7;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-07
F1-8;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-08
F1-9;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-09
F1-10;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-10
F1-11;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-11
F1-12;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-12
F1-13;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-13
F1-14;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-14
F1-15;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-15
F1-16;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-16
F1-17;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-17
F1-18;4;4;C-PE-NA;NA-F;F-B-01;F-B-01-18
F2;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-0
F2-1;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-01
F2-2;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-02
F2-3;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-03
F2-4;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-04
F2-5;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-05
F2-6;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-06
F2-7;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-07
F2-8;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-08
F2-9;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-09
F2-10;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-10
F2-11;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-11
F2-12;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-12
F2-13;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-13
F2-14;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-14
F2-15;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-15
F2-16;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-16
F2-17;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-17
F2-18;4;4;C-PE-NA;NA-F;F-B-02;F-B-02-18
F8;4;4;C-PE-NA;NA-F;F-B-03;F-B-03-0
F8-1;4;4;C-PE-NA;NA-F;F-B-03;F-B-03-01
F8-2;4;4;C-PE-NA;NA-F;F-B-03;F-B-03-01
F5;4;4;C-PE-NA;NA-F;F-C-01;F-C-01-0
F5-1;4;4;C-PE-NA;NA-F;F-C-01;F-C-01-01
F5-2;4;4;C-PE-NA;NA-F;F-C-01;F-C-01-02
F5-3;4;4;C-PE-NA;NA-F;F-C-01;F-C-01-03
6;4;4;C-PE-NA;NA-F;F-C-02;F-C-02-0
F6-1;4;4;C-PE-NA;NA-F;F-C-02;F-C-02-01
ny;-;;C-PE-NA;NA-F;F-C-03;F-C-03-0
ny;-;;C-PE-NA;NA-F;F-C-03;F-C-03-01
ny;-;;C-PE-NA;NA-F;F-C-03;F-C-03-02
F7;4;4;C-PE-NA;NA-F;F-C-04;F-C-04-0
F7-1;4;4;C-PE-NA;NA-F;F-C-04;F-C-04-01
F7-2;4;4;C-PE-NA;NA-F;F-C-04;F-C-04-02
F7-3;4;4;C-PE-NA;NA-F;F-C-04;F-C-04-03
F7-4;4;4;C-PE-NA;NA-F;F-C-04;F-C-04-04
F7-5;4;4;C-PE-NA;NA-F;F-C-04;F-C-04-05
F7-6;4;4;C-PE-NA;NA-F;F-C-04;F-C-04-06
ny;-;;C-PE-NA;NA-F;F-C-05;F-C-05-0
ny;-;;C-PE-NA;NA-F;F-C-05;F-C-05-01
F9;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-0
F9-1;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-01
F9-2;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-02
F9-3;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-03
F9-4;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-04
F9-5;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-05
F9-6;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-06
F9-7;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-07
F9-8;4;4;C-PE-NA;NA-F;F-M-01;F-M-01-08
F10;4;4;C-PE-NA;NA-F;F-M-02;F-M-02-0
F10-1;4;4;C-PE-NA;NA-F;F-M-02;F-M-02-01
F10-2;4;4;C-PE-NA;NA-F;F-M-02;F-M-02-02
F10-3;4;4;C-PE-NA;NA-F;F-M-02;F-M-02-03
F10-4;4;4;C-PE-NA;NA-F;F-M-02;F-M-02-04
F11;4;4;C-PE-NA;NA-F;F-M-03;F-M-03-0
F11-1;4;4;C-PE-NA;NA-F;F-M-03;F-M-03-01
F11-2;4;4;C-PE-NA;NA-F;F-M-03;F-M-03-02
F12;4;4;C-PE-NA;NA-F;F-M-04;F-M-04-0
F12-1;4;4;C-PE-NA;NA-F;F-M-04;F-M-04-01
F13;4;4;C-PE-NA;NA-F;F-M-05;F-M-05-0
F13-1;4;4;C-PE-NA;NA-F;F-M-05;F-M-05-01
F13-2;4;4;C-PE-NA;NA-F;F-M-05;F-M-05-02
Ms;;;C-LI-0;0-MS;MS-0-0;MS-0-0-0
M1;4;4;C-LI-0;0-MS;MS-0-01;MS-0-01-0
M1;4;4;C-LI-0;0-MS;MS-0-01;MS-0-01-01
M2;4;4;C-LI-0;0-MS;MS-0-02;MS-0-02-0
M2;2;4;C-LI-0;0-MS;MS-0-02;MS-0-02-01
M2;1;4;C-LI-0;0-MS;MS-0-02;MS-0-02-02
M3;4;4;C-LI-0;0-MS;MS-0-03;MS-0-03-0
M3;2;4;C-LI-0;0-MS;MS-0-03;MS-0-03-01
M3;1;4;C-LI-0;0-MS;MS-0-03;MS-0-03-02
M4;4;4;C-LI-0;0-MS;MS-0-04;MS-0-04-0
M4-1;4;4;C-LI-0;0-MS;MS-0-04;MS-0-04-01
M4-2;4;4;C-LI-0;0-MS;MS-0-04;MS-0-04-02
M4-3;4;4;C-LI-0;0-MS;MS-0-04;MS-0-04-03
M4-4;4;4;C-LI-0;0-MS;MS-0-04;MS-0-04-04
M4-5;4;4;C-LI-0;0-MS;MS-0-04;MS-0-04-05
M4-6;4;4;C-LI-0;0-MS;MS-0-04;MS-0-04-06
M4;4;4;C-LI-0;0-MS;MS-0-05;MS-0-05-0
M5-1,2,3,5;2;4;C-LI-0;0-MS;MS-0-05;MS-0-05-01
M5-1,2,3,5;1;4;C-LI-0;0-MS;MS-0-05;MS-0-05-02
M5-4;3;4;C-LI-0;0-MS;MS-0-05;MS-0-05-03
M5-4;0;4;C-LI-0;0-MS;MS-0-05;MS-0-05-04
M4;4;4;C-LI-0;0-MS;MS-0-06;MS-0-06-0
M6-1,3;4;4;C-LI-0;0-MS;MS-0-06;MS-0-06-01
M6-2,4;4;4;C-LI-0;0-MS;MS-0-06;MS-0-06-02
M6-5;4;4;C-LI-0;0-MS;MS-0-06;MS-0-06-03
M6-6;4;4;C-LI-0;0-MS;MS-0-06;MS-0-06-04
M7;4;4;C-LI-0;0-MS;MS-0-07;MS-0-07-0
M7;4;4;C-LI-0;0-MS;MS-0-07;MS-0-07-01
M7;4;4;C-LI-0;0-MS;MS-0-07;MS-0-07-02
M8;4;4;C-LI-0;0-MS;MS-0-08;MS-0-08-0
M8;4;4;C-LI-0;0-MS;MS-0-08;MS-0-08-01
M9;4;4;C-LI-0;0-MS;MS-0-09;MS-0-09-0
M9;4;4;C-LI-0;0-MS;MS-0-09;MS-0-09-01
M10;;;C-LI-0;0-MU;MU-0-0;MU-0-0-0
M10;4;4;C-LI-0;0-MU;MU-0-01;MU-0-01-0
M10;4;4;C-LI-0;0-MU;MU-0-01;MU-0-01-01
Ms;;;C-LI-0;0-FS;FS-0-0;FS-0-0-0
F1;4;4;C-LI-0;0-FS;FS-0-01;FS-0-01-0
F1;4;4;C-LI-0;0-FS;FS-0-01;FS-0-01-01
F2;4;4;C-LI-0;0-FS;FS-0-02;FS-0-02-0
F2;4;4;C-LI-0;0-FS;FS-0-02;FS-0-02-01
F2;4;4;C-LI-0;0-FS;FS-0-02;FS-0-02-02
F3;4;4;C-LI-0;0-FS;FS-0-03;FS-0-03-0
F3-1;2;4;C-LI-0;0-FS;FS-0-03;FS-0-03-01
F3-1;1;4;C-LI-0;0-FS;FS-0-03;FS-0-03-02
F3-2,3;3;4;C-LI-0;0-FS;FS-0-03;FS-0-03-03
F3-2,3;0;4;C-LI-0;0-FS;FS-0-03;FS-0-03-04
F4;4;4;C-LI-0;0-FS;FS-0-04;FS-0-04-0
F4-1,3;3;4;C-LI-0;0-FS;FS-0-04;FS-0-04-01
F4-2,3;3;4;C-LI-0;0-FS;FS-0-04;FS-0-04-02
F4-4;4;4;C-LI-0;0-FS;FS-0-04;FS-0-04-03
M6-6;4;4;C-LI-0;0-FS;FS-0-04;FS-0-04-04
F5;4;4;C-LI-0;0-FS;FS-0-05;FS-0-05-0
F5-1,5;2;4;C-LI-0;0-FS;FS-0-05;FS-0-05-01
F5-1,2,3,5;2;4;C-LI-0;0-FS;FS-0-05;FS-0-05-02
F5-2,3,4;2;2;C-LI-0;0-FS;FS-0-05;FS-0-05-03
F5-2,3,4;2;2;C-LI-0;0-FS;FS-0-05;FS-0-05-04
F5-1;4;4;C-LI-0;0-FS;FS-0-05;FS-0-05-05
F6;4;4;C-LI-0;0-FS;FS-0-06;FS-0-06-0
F6;4;4;C-LI-0;0-FS;FS-0-06;FS-0-06-01
M10;;;C-LI-0;0-FU;FU-0-0;FU-0-0-0
M10;4;4;C-LI-0;0-FU;FU-0-01;FU-0-01-0
M10;4;4;C-LI-0;0-U;U-0-01;U-0-01-01
Ms;;;C-LI-0;0-TS;TS-0-0;TS-0-0-0
T1;4;4;C-LI-0;0-TS;TS-0-01;TS-0-01-0
T1;4;4;C-LI-0;0-TS;TS-0-01;TS-0-01-01
T2;4;4;C-LI-0;0-TS;TS-0-02;TS-0-02-0
T2;4;4;C-LI-0;0-TS;TS-0-02;TS-0-02-01
T2;4;4;C-LI-0;0-TS;TS-0-02;TS-0-02-02
T3;4;4;C-LI-0;0-TS;TS-0-03;TS-0-03-0
T3-1,2,3,4;4;4;C-LI-0;0-TS;TS-0-03;TS-0-03-01
T3-5;4;4;C-LI-0;0-TS;TS-0-03;TS-0-03-02
T3-6,7,8;2;4;C-LI-0;0-TS;TS-0-03;TS-0-03-03
T3-6,7,8;1;4;C-LI-0;0-TS;TS-0-03;TS-0-03-04
T3-10;4;4;C-LI-0;0-TS;TS-0-03;TS-0-03-05
T4;4;4;C-LI-0;0-TS;TS-0-04;TS-0-04-0
T4;2;4;C-LI-0;0-TS;TS-0-04;TS-0-04-01
T4;1;4;C-LI-0;0-TS;TS-0-04;TS-0-04-02
T4;1;4;C-LI-0;0-TS;TS-0-04;TS-0-04-03
T5;4;4;C-LI-0;0-TS;TS-0-05;TS-0-05-0
T5;2;4;C-LI-0;0-TS;TS-0-05;TS-0-05-01
T5;1;4;C-LI-0;0-TS;TS-0-05;TS-0-05-02
T6;4;4;C-LI-0;0-TS;TS-0-06;TS-0-06-0
T6-2-18;4;4;C-LI-0;0-TS;TS-0-06;TS-0-06-01
T6-19,20,21,22;4;4;C-LI-0;0-TS;TS-0-06;TS-0-06-02
